-4	-1
-3.9	-0.999908
-3.8	-0.999812
-3.7	-0.999706
-3.6	-0.999584
-3.5	-0.999439
-3.4	-0.999265
-3.3	-0.999052
-3.2	-0.998788
-3.1	-0.99846
-3	-0.998049
-2.9	-0.997535
-2.8	-0.99689
-2.7	-0.99608
-2.6	-0.995063
-2.5	-0.993783
-2.4	-0.992176
-2.3	-0.990155
-2.2	-0.987618
-2.1	-0.984432
-2	-0.980436
-1.9	-0.975426
-1.8	-0.969154
-1.7	-0.961312
-1.6	-0.951524
-1.5	-0.939337
-1.4	-0.924202
-1.3	-0.905473
-1.2	-0.882395
-1.1	-0.854107
-1	-0.819659
-0.9	-0.778037
-0.8	-0.728228
-0.7	-0.669297
-0.6	-0.600514
-0.5	-0.521492
-0.4	-0.432345
-0.3	-0.333824
-0.2	-0.227394
-0.1	-0.115213
9.68575e-08	3.22877e-10
0.1	0.115213
0.2	0.227394
0.3	0.333824
0.4	0.432345
0.5	0.521492
0.6	0.600514
0.7	0.669297
0.8	0.728228
0.9	0.778037
1	0.819659
1.1	0.854107
1.2	0.882395
1.3	0.905473
1.4	0.924202
1.5	0.939337
1.6	0.951524
1.7	0.961312
1.8	0.969154
1.9	0.975426
2	0.980436
2.1	0.984432
2.2	0.987618
2.3	0.990155
2.4	0.992176
2.5	0.993783
2.6	0.995063
2.7	0.99608
2.8	0.99689
2.9	0.997535
3	0.998049
3.1	0.99846
3.2	0.998788
3.3	0.999052
3.4	0.999265
3.5	0.999439
3.6	0.999584
3.7	0.999706
3.8	0.999812
3.9	0.999908
4	1


-4	-0.999923
-3.9	-0.999813
-3.8	-0.999695
-3.7	-0.999563
-3.6	-0.999409
-3.5	-0.999225
-3.4	-0.999003
-3.3	-0.998732
-3.2	-0.998397
-3.1	-0.997982
-3	-0.997466
-2.9	-0.996823
-2.8	-0.996021
-2.7	-0.995019
-2.6	-0.993768
-2.5	-0.992205
-2.4	-0.990252
-2.3	-0.987813
-2.2	-0.984766
-2.1	-0.980965
-2	-0.976225
-1.9	-0.97032
-1.8	-0.962971
-1.7	-0.953843
-1.6	-0.942524
-1.5	-0.928524
-1.4	-0.91126
-1.3	-0.890052
-1.2	-0.864117
-1.1	-0.83258
-1	-0.794495
-0.9	-0.74888
-0.8	-0.694786
-0.7	-0.631392
-0.6	-0.558122
-0.5	-0.474789
-0.4	-0.38174
-0.3	-0.279968
-0.2	-0.171162
-0.1	-0.0576558
9.68575e-08	0.057736
0.1	0.171976
0.2	0.282119
0.3	0.385608
0.4	0.480493
0.5	0.56554
0.6	0.64022
0.7	0.704616
0.8	0.759274
0.9	0.805044
1	0.842938
1.1	0.874015
1.2	0.899303
1.3	0.919751
1.4	0.936199
1.5	0.949375
1.6	0.959894
1.7	0.968269
1.8	0.974924
1.9	0.980201
2	0.98438
2.1	0.987686
2.2	0.990299
2.3	0.992362
2.4	0.993991
2.5	0.995275
2.6	0.996288
2.7	0.997087
2.8	0.997716
2.9	0.998213
3	0.998605
3.1	0.998916
3.2	0.999162
3.3	0.999358
3.4	0.999517
3.5	0.999646
3.6	0.999753
3.7	0.999845
3.8	0.999926
3.9	1
4	1.00008


-4	-0.99985
-3.9	-0.999718
-3.8	-0.999576
-3.7	-0.999415
-3.6	-0.999228
-3.5	-0.999004
-3.4	-0.998732
-3.3	-0.998399
-3.2	-0.99799
-3.1	-0.997484
-3	-0.996857
-2.9	-0.996078
-2.8	-0.99511
-2.7	-0.993907
-2.6	-0.992408
-2.5	-0.990545
-2.4	-0.988226
-2.3	-0.985342
-2.2	-0.981755
-2.1	-0.977299
-2	-0.971766
-1.9	-0.964905
-1.8	-0.956408
-1.7	-0.945904
-1.6	-0.932947
-1.5	-0.917007
-1.4	-0.897465
-1.3	-0.873604
-1.2	-0.844616
-1.1	-0.809615
-1	-0.767663
-0.9	-0.717825
-0.8	-0.659236
-0.7	-0.59121
-0.6	-0.513359
-0.5	-0.425733
-0.4	-0.328943
-0.3	-0.224248
-0.2	-0.113561
-0.1	0.000630501
9.68575e-08	0.115467
0.1	0.227978
0.2	0.335383
0.3	0.435353
0.4	0.526193
0.5	0.606912
0.6	0.677193
0.7	0.737286
0.8	0.787856
0.9	0.829833
1	0.864272
1.1	0.892254
1.2	0.914804
1.3	0.932858
1.4	0.947232
1.5	0.958626
1.6	0.967626
1.7	0.974713
1.8	0.98028
1.9	0.984645
2	0.98806
2.1	0.99073
