1	-8
1	-7.9
1	-7.8
1	-7.7
1	-7.6
1	-7.5
1	-7.4
1	-7.3
1	-7.2
1	-7.1
1	-7
1	-6.9
1	-6.8
1	-6.7
1	-6.6
1	-6.5
1	-6.4
1	-6.3
1	-6.2
1	-6.1
1	-6
1	-5.9
1	-5.8
1	-5.7
1	-5.6
1	-5.5
1	-5.4
1	-5.3
1	-5.2
1	-5.1
1	-5
1	-4.9
1	-4.8
1	-4.7
1	-4.6
0.999999	-4.5
0.999999	-4.4
0.999999	-4.3
0.999999	-4.2
0.999998	-4.1
0.999998	-4
0.999998	-3.9
0.999997	-3.8
0.999996	-3.7
0.999995	-3.6
0.999994	-3.5
0.999992	-3.4
0.99999	-3.3
0.999988	-3.2
0.999984	-3.1
0.99998	-3
0.999975	-2.9
0.999969	-2.8
0.999961	-2.7
0.999951	-2.6
0.999938	-2.5
0.999922	-2.4
0.999901	-2.3
0.999876	-2.2
0.999844	-2.1
0.999803	-2
0.999752	-1.9
0.999688	-1.8
0.999607	-1.7
0.999505	-1.6
0.999377	-1.5
0.999216	-1.4
0.999013	-1.3
0.998757	-1.2
0.998435	-1.1
0.99803	-1
0.99752	-0.9
0.996878	-0.8
0.99607	-0.7
0.995055	-0.6
0.993777	-0.5
0.992171	-0.4
0.990151	-0.3
0.987615	-0.2
0.98443	-0.0999999
0.980434	1.19209e-07
0.975425	0.1
0.969153	0.2
0.961311	0.3
0.951524	0.4
0.939336	0.500001
0.924202	0.6
0.905473	0.7
0.882395	0.8
0.854108	0.9
0.81966	1
0.778039	1.1
0.728229	1.2
0.669299	1.3
0.600516	1.4
0.521495	1.5
0.432348	1.6
0.333828	1.7
0.227397	1.8
0.115216	1.9
3.90064e-06	2
-0.115209	2.1
-0.22739	2.2
-0.333821	2.3
-0.432342	2.4
-0.521489	2.5
-0.600512	2.6
-0.669295	2.7
-0.728226	2.8
-0.778036	2.9
-0.819657	3
-0.854106	3.1
-0.882393	3.2
-0.905472	3.3
-0.924201	3.4
-0.939335	3.5
-0.951523	3.6
-0.96131	3.7
-0.969152	3.8
-0.975424	3.9
-0.980433	4
-0.98443	4.1
-0.987615	4.2
-0.990151	4.3
-0.99217	4.4
-0.993777	4.5
-0.995055	4.6
-0.99607	4.7
-0.996878	4.8
-0.99752	4.9
-0.99803	5
-0.998435	5.1
-0.998757	5.2
-0.999013	5.3
-0.999216	5.4
-0.999377	5.5
-0.999505	5.6
-0.999607	5.7
-0.999688	5.8
-0.999752	5.9
-0.999803	6
-0.999844	6.1
-0.999876	6.2
-0.999901	6.3
-0.999922	6.4
-0.999938	6.5
-0.999951	6.6
-0.999961	6.7
-0.999969	6.8
-0.999975	6.9
-0.99998	7
-0.999984	7.1
-0.999988	7.2
-0.99999	7.3
-0.999992	7.4
-0.999994	7.5
-0.999995	7.6
-0.999996	7.7
-0.999997	7.8
-0.999998	7.9
-0.999998	8
