-8	-0.999998
-7.9	-0.999998
-7.8	-0.999997
-7.7	-0.999996
-7.6	-0.999995
-7.5	-0.999994
-7.4	-0.999992
-7.3	-0.99999
-7.2	-0.999988
-7.1	-0.999984
-7	-0.99998
-6.9	-0.999975
-6.8	-0.999969
-6.7	-0.999961
-6.6	-0.999951
-6.5	-0.999938
-6.4	-0.999922
-6.3	-0.999901
-6.2	-0.999876
-6.1	-0.999844
-6	-0.999803
-5.9	-0.999752
-5.8	-0.999688
-5.7	-0.999607
-5.6	-0.999505
-5.5	-0.999377
-5.4	-0.999216
-5.3	-0.999013
-5.2	-0.998757
-5.1	-0.998435
-5	-0.99803
-4.9	-0.99752
-4.8	-0.996878
-4.7	-0.99607
-4.6	-0.995055
-4.5	-0.993778
-4.4	-0.992172
-4.3	-0.990152
-4.2	-0.987616
-4.1	-0.984432
-4	-0.980436
-3.9	-0.975427
-3.8	-0.969156
-3.7	-0.961315
-3.6	-0.951529
-3.5	-0.939342
-3.4	-0.92421
-3.3	-0.905483
-3.2	-0.882407
-3.1	-0.854124
-3	-0.81968
-2.9	-0.778064
-2.8	-0.72826
-2.7	-0.669338
-2.6	-0.600565
-2.5	-0.521557
-2.4	-0.432426
-2.3	-0.333927
-2.2	-0.227521
-2.1	-0.115372
-2	-0.000200901
-1.9	0.114961
-1.8	0.227078
-1.7	0.333428
-1.6	0.431847
-1.5	0.520866
-1.4	0.599728
-1.3	0.668308
-1.2	0.726983
-1.1	0.776471
-1	0.817687
-0.9	0.851626
-0.8	0.879271
-0.7	0.901542
-0.6	0.919256
-0.5	0.933112
-0.4	0.943694
-0.3	0.951461
-0.2	0.956767
-0.0999999	0.959854
1.19209e-07	0.960867
0.1	0.959855
0.2	0.956768
0.3	0.951462
0.4	0.943694
0.500001	0.933113
0.6	0.919257
0.7	0.901543
0.8	0.879273
0.9	0.851628
1	0.81769
1.1	0.776474
1.2	0.726986
1.3	0.668312
1.4	0.599732
1.5	0.520872
1.6	0.431853
1.7	0.333435
1.8	0.227085
1.9	0.114968
2	-0.000193099
2.1	-0.115365
2.2	-0.227514
2.3	-0.33392
2.4	-0.43242
2.5	-0.521551
2.6	-0.600561
2.7	-0.669334
2.8	-0.728257
2.9	-0.778061
3	-0.819677
3.1	-0.854122
3.2	-0.882405
3.3	-0.905482
3.4	-0.924209
3.5	-0.939341
3.6	-0.951528
3.7	-0.961314
3.8	-0.969155
3.9	-0.975426
4	-0.980435
4.1	-0.984432
4.2	-0.987616
4.3	-0.990152
4.4	-0.992171
4.5	-0.993778
4.6	-0.995055
4.7	-0.99607
4.8	-0.996878
4.9	-0.99752
5	-0.99803
5.1	-0.998435
5.2	-0.998757
5.3	-0.999013
5.4	-0.999216
5.5	-0.999377
5.6	-0.999505
5.7	-0.999607
5.8	-0.999688
5.9	-0.999752
6	-0.999803
6.1	-0.999844
6.2	-0.999876
6.3	-0.999901
6.4	-0.999922
6.5	-0.999938
6.6	-0.999951
6.7	-0.999961
6.8	-0.999969
6.9	-0.999975
7	-0.99998
7.1	-0.999984
7.2	-0.999988
7.3	-0.99999
7.4	-0.999992
7.5	-0.999994
7.6	-0.999995
7.7	-0.999996
7.8	-0.999997
7.9	-0.999998
8	-0.999998


-8	-0.999998
-7.9	-0.999998
-7.8	-0.999997
-7.7	-0.999996
-7.6	-0.999995
-7.5	-0.999994
-7.4	-0.999992
-7.3	-0.99999
-7.2	-0.999987
-7.1	-0.999984
-7	-0.99998
-6.9	-0.999975
-6.8	-0.999968
-6.7	-0.99996
-6.6	-0.99995
-6.5	-0.999937
-6.4	-0.999921
-6.3	-0.9999
-6.2	-0.999874
-6.1	-0.999842
-6	-0.999801
-5.9	-0.999749
-5.8	-0.999684
-5.7	-0.999602
-5.6	-0.999499
-5.5	-0.999369
-5.4	-0.999206
-5.3	-0.999001
-5.2	-0.998742
-5.1	-0.998416
-5	-0.998006
-4.9	-0.997491
-4.8	-0.996842
-4.7	-0.996026
-4.6	-0.994999
-4.5	-0.993709
-4.4	-0.992086
-4.3	-0.990046
-4.2	-0.987484
-4.1	-0.984268
-4	-0.980234
-3.9	-0.975178
-3.8	-0.968849
-3.7	-0.960938
-3.6	-0.951067
-3.5	-0.93878
-3.4	-0.923527
-3.3	-0.90466
-3.2	-0.881424
-3.1	-0.85296
-3	-0.818321
-2.9	-0.776502
-2.8	-0.7265
-2.7	-0.667401
-2.6	-0.598497
-2.5	-0.519423
-2.4	-0.430321
-2.3	-0.331954
-2.2	-0.225791
-2.1	-0.113979
-2	0.000793448
-1.9	0.115535
-1.8	0.227257
-1.7	0.333271
-1.6	0.431437
-1.5	0.520289
-1.4	0.599063
-1.3	0.667621
-1.2	0.726319
-1.1	0.77586
-1	0.817143
-0.9	0.851153
-0.8	0.878869
-0.7	0.901202
-0.6	0.91897
-0.5	0.932872
-0.4	0.943488
-0.3	0.951284
-0.2	0.956608
-0.0999999	0.959706
1.19209e-07	0.960723
0.1	0.959707
0.2	0.956609
0.3	0.951285
0.4	0.943489
0.500001	0.932873
0.6	0.918971
0.7	0.901204
0.8	0.87887
0.9	0.851156
1	0.817146
1.1	0.775863
1.2	0.726323
1.3	0.667625
1.4	0.599068
1.5	0.520294
1.6	0.431443
1.7	0.333278
1.8	0.227264
1.9	0.115543
2	0.00080062
2.1	-0.113972
2.2	-0.225784
2.3	-0.331947
2.4	-0.430314
2.5	-0.519418
2.6	-0.598492
2.7	-0.667398
2.8	-0.726497
2.9	-0.776499
3	-0.818318
3.1	-0.852957
3.2	-0.881422
3.3	-0.904658
3.4	-0.923526
3.5	-0.938779
3.6	-0.951066
3.7	-0.960937
3.8	-0.968848
3.9	-0.975177
4	-0.980234
4.1	-0.984268
4.2	-0.987484
4.3	-0.990046
4.4	-0.992086
4.5	-0.993708
4.6	-0.994999
4.7	-0.996026
4.8	-0.996842
4.9	-0.997491
5	-0.998006
5.1	-0.998416
5.2	-0.998742
5.3	-0.999001
5.4	-0.999206
5.5	-0.999369
5.6	-0.999499
5.7	-0.999602
5.8	-0.999684
5.9	-0.999749
6	-0.999801
6.1	-0.999842
6.2	-0.999874
6.3	-0.9999
6.4	-0.999921
6.5	-0.999937
6.6	-0.99995
6.7	-0.99996
6.8	-0.999968
6.9	-0.999975
7	-0.99998
7.1	-0.999984
7.2	-0.999987
7.3	-0.99999
7.4	-0.999992
7.5	-0.999994
7.6	-0.999995
7.7	-0.999996
7.8	-0.999997
7.9	-0.999998
8	-0.999998


-8	-0.999998
-7.9	-0.999998
-7.8	-0.999997
-7.7	-0.999996
-7.6	-0.999995
-7.5	-0.999993
-7.4	-0.999992
-7.3	-0.99999
-7.2	-0.999987
-7.1	-0.999984
-7	-0.99998
-6.9	-0.999974
-6.8	-0.999967
-6.7	-0.999959
-6.6	-0.999949
-6.5	-0.999935
-6.4	-0.999918
-6.3	-0.999898
-6.2	-0.999871
-6.1	-0.999837
-6	-0.999795
-5.9	-0.999742
-5.8	-0.999675
-5.7	-0.999591
-5.6	-0.999486
-5.5	-0.999353
-5.4	-0.999186
-5.3	-0.998975
-5.2	-0.99871
-5.1	-0.998377
-5	-0.997957
-4.9	-0.997429
-4.8	-0.996765
-4.7	-0.99593
-4.6	-0.994879
-4.5	-0.993558
-4.4	-0.991898
-4.3	-0.989812
-4.2	-0.987193
-4.1	-0.983904
-4	-0.979782
-3.9	-0.974617
-3.8	-0.968154
-3.7	-0.96008
-3.6	-0.950012
-3.5	-0.937488
-3.4	-0.921955
-3.3	-0.902762
-3.2	-0.879154
-3.1	-0.850276
-3	-0.815193
-2.9	-0.772923
-2.8	-0.722497
-2.7	-0.663046
-2.6	-0.593917
-2.5	-0.514813
-2.4	-0.425926
-2.3	-0.328055
-2.2	-0.222668
-2.1	-0.111859
-2	0.00177243
-1.9	0.115352
-1.8	0.226009
-1.7	0.331153
-1.6	0.428698
-1.5	0.517189
-1.4	0.595838
-1.3	0.66446
-1.2	0.723354
-1.1	0.773168
-1	0.814761
-0.9	0.849084
